,도소매업,서비스업,외식업
0,1000353.0,1000352,1000352.0
1,1000354.0,1000353,1000354.0
2,1000355.0,1000354,1000355.0
3,1000356.0,1000358,1000356.0
4,1000357.0,1000359,1000361.0
5,1000361.0,1000360,1000362.0
6,1000362.0,1000361,1000366.0
7,1000363.0,1000362,1000368.0
8,1000367.0,1000365,1000369.0
9,1000373.0,1000369,1000373.0
10,1000374.0,1000373,1000375.0
11,1000376.0,1000374,
12,,1000376,
