,도소매업,서비스업,외식업
0,1000847.0,1000845,1000846.0
1,1000851.0,1000847,1000849.0
2,1000854.0,1000856,1000856.0
3,1000855.0,1000861,1000861.0
4,1000862.0,1000862,1000862.0
5,1000864.0,1000863,1000867.0
6,1000871.0,1000864,1000868.0
7,1000876.0,1000867,1000870.0
8,1000881.0,1000870,1000873.0
9,,1000873,1000876.0
10,,1000876,1000883.0
11,,1000880,
12,,1000883,
13,,1000884,
