,도소매업,서비스업,외식업
0,1000658.0,1000660,1000656.0
1,1000659.0,1000661,1000661.0
2,1000661.0,1000662,1000662.0
3,1000667.0,1000663,1000667.0
4,1000669.0,1000664,1000668.0
5,1000670.0,1000666,1000671.0
6,1000671.0,1000670,1000674.0
7,1000673.0,1000675,1000676.0
8,,1000676,1000679.0
9,,1000677,
10,,1000680,
