,도소매업,서비스업,외식업
0,1000941.0,1000940,1000941.0
1,1000942.0,1000942,1000946.0
2,1000944.0,1000943,1000948.0
3,1000946.0,1000944,1000951.0
4,1000954.0,1000945,1000956.0
5,1000960.0,1000948,1000957.0
6,1000961.0,1000954,1000961.0
7,1000962.0,1000955,1000962.0
8,,1000956,1000963.0
9,,1000961,1000965.0
10,,1000962,
11,,1000965,
