,도소매업,서비스업,외식업
0,1000315.0,1000315,1000315.0
1,1000318.0,1000316,1000319.0
2,1000326.0,1000322,1000326.0
3,1000340.0,1000329,1000327.0
4,1000341.0,1000331,1000336.0
5,1000342.0,1000333,1000342.0
6,1000346.0,1000334,1000344.0
7,1000347.0,1000335,1000345.0
8,,1000337,1000349.0
9,,1000346,
10,,1000347,
11,,1000349,
