,도소매업,서비스업,외식업
0,1000446.0,1000438.0,1000435
1,1000447.0,1000440.0,1000437
2,1000452.0,1000441.0,1000438
3,1000453.0,1000442.0,1000440
4,1000455.0,1000443.0,1000441
5,,1000445.0,1000445
6,,1000448.0,1000446
7,,1000451.0,1000447
8,,1000452.0,1000451
9,,1000454.0,1000452
10,,,1000453
