,도소매업,서비스업,외식업
0,1000223,1000224,1000223.0
1,1000229,1000226,1000224.0
2,1000230,1000227,1000231.0
3,1000234,1000232,1000238.0
4,1000241,1000235,1000239.0
5,1000242,1000237,1000240.0
6,1000243,1000242,1000247.0
7,1000247,1000244,1000248.0
8,1000249,1000248,1000254.0
9,1000251,1000249,
10,1000254,1000251,
11,1000257,1000254,
12,1000259,1000259,
