,도소매업,서비스업,외식업
0,1000001.0,1000001,1000003.0
1,1000006.0,1000002,1000006.0
2,1000013.0,1000011,1000011.0
3,1000015.0,1000013,1000013.0
4,1000018.0,1000016,1000014.0
5,1000022.0,1000017,1000015.0
6,1000023.0,1000018,1000017.0
7,1000024.0,1000019,1000022.0
8,,1000020,1000025.0
9,,1000024,
10,,1000026,
